datetime,open,high,low,close,adj_close,volume
1993-03-18,45.21875,45.5,45.21875,45.3125,25.293601989746094,59300
1993-03-19,45.28125,45.28125,45.03125,45.03125,25.255325317382812,66900
1993-03-22,44.59375,44.875,44.5625,44.78125,25.11511993408203,183400
1993-03-23,44.90625,44.9375,44.8125,44.875,25.16769790649414,55200
1993-03-24,44.8125,45.0625,44.59375,44.875,25.16769790649414,37200
1993-03-25,44.90625,45.25,44.84375,45.15625,25.325414657592773,110100
1993-03-26,45.125,45.15625,44.875,44.90625,25.185226440429688,101500
1993-03-29,44.9375,45.3125,44.9375,45.09375,25.29038429260254,87100
1993-03-30,45.15625,45.21875,45.09375,45.21875,25.360485076904297,56000
1993-03-31,45.34375,45.46875,45.1875,45.1875,25.34294319152832,111600
1993-04-01,45.25,45.25,44.9375,45.03125,25.255325317382812,129500
1993-04-02,44.65625,44.65625,44.09375,44.09375,24.729530334472656,59400
1993-04-05,44.4375,44.4375,44.1875,44.3125,24.852210998535156,172200
1993-04-06,44.40625,44.40625,44.0625,44.1875,24.782123565673828,129700
1993-04-07,44.25,44.34375,44.15625,44.34375,24.8697452545166,28000
1993-04-08,44.53125,44.53125,44.09375,44.28125,24.834701538085938,180800
1993-04-12,44.71875,44.9375,44.65625,44.90625,25.185226440429688,348500
1993-04-13,44.875,45.15625,44.84375,45.0,25.237789154052734,146100
1993-04-14,45.03125,45.0625,44.90625,44.9375,25.202749252319336,119600
1993-04-15,44.90625,45.03125,44.75,44.9375,25.202749252319336,148600
1993-04-16,44.96875,45.03125,44.875,44.9375,25.202749252319336,47900
1993-04-19,44.9375,45.0625,44.71875,44.75,25.09758758544922,157000
1993-04-20,44.6875,44.75,44.25,44.53125,24.974903106689453,279500
1993-04-21,44.625,44.625,44.375,44.5,24.957386016845703,67900
1993-04-22,44.3125,44.6875,43.9375,43.9375,24.64190101623535,97700
1993-04-23,43.84375,43.96875,43.6875,43.75,24.536752700805664,106000
1993-04-26,43.78125,43.9375,43.28125,43.40625,24.343969345092773,62600
1993-04-27,43.34375,43.875,43.34375,43.875,24.606857299804688,156800
1993-04-28,43.8125,43.90625,43.71875,43.78125,24.554264068603516,85900
1993-04-29,43.875,43.96875,43.625,43.96875,24.659435272216797,85000
1993-04-30,44.125,44.28125,44.03125,44.03125,24.694501876831055,88500
1993-05-03,44.09375,44.3125,43.90625,44.3125,24.852210998535156,80500
1993-05-04,44.40625,44.625,44.34375,44.46875,24.939861297607422,149100
1993-05-05,44.46875,44.75,44.46875,44.59375,25.009958267211914,109000
1993-05-06,44.53125,44.5625,44.40625,44.4375,24.92232894897461,54700
1993-05-07,44.46875,44.46875,44.28125,44.34375,24.8697452545166,68000
1993-05-10,44.40625,44.6875,44.40625,44.4375,24.92232894897461,113900
1993-05-11,44.4375,44.625,44.3125,44.625,25.027488708496094,42600
1993-05-12,44.4375,44.59375,44.4375,44.5625,24.992435455322266,31000
1993-05-13,44.375,44.375,44.0,44.03125,24.694501876831055,129100
1993-05-14,44.03125,44.15625,43.96875,44.0,24.67697525024414,63500
1993-05-17,44.125,44.15625,43.9375,44.15625,24.764589309692383,34000
1993-05-18,44.1875,44.21875,43.96875,44.125,24.74705696105957,105200
1993-05-19,44.125,45.03125,43.84375,45.03125,25.255325317382812,50200
1993-05-20,45.03125,45.15625,44.9375,45.15625,25.325414657592773,98200
1993-05-21,45.1875,45.25,44.71875,44.75,25.09758758544922,221400
1993-05-24,44.84375,45.09375,44.84375,44.9375,25.202749252319336,30500
1993-05-25,45.125,45.125,45.03125,45.03125,25.255325317382812,191800
1993-05-26,45.15625,45.625,45.125,45.59375,25.570791244506836,102400
1993-05-27,45.65625,45.65625,45.375,45.4375,25.483165740966797,53800
1993-05-28,45.40625,45.40625,45.0,45.21875,25.360485076904297,79100
1993-06-01,45.375,45.8125,45.3125,45.65625,25.605850219726562,28300
1993-06-02,45.53125,45.75,45.34375,45.59375,25.570791244506836,20300
1993-06-03,45.5,45.5,45.34375,45.4375,25.483165740966797,21600
1993-06-04,45.3125,45.3125,45.09375,45.28125,25.395549774169922,32000
1993-06-07,45.375,45.375,45.125,45.125,25.30791664123535,121400
1993-06-08,45.0,45.0,44.71875,44.71875,25.08007049560547,104500
1993-06-09,44.875,45.0625,44.8125,44.875,25.16769790649414,43300
1993-06-10,44.84375,44.9375,44.75,44.90625,25.185226440429688,17900
1993-06-11,45.0625,45.15625,44.90625,45.09375,25.29038429260254,647400
1993-06-14,45.15625,45.1875,45.03125,45.03125,25.255325317382812,64200
1993-06-15,45.09375,45.125,44.9375,44.9375,25.202749252319336,142400
1993-06-16,44.9375,45.03125,44.8125,45.03125,25.255325317382812,330900
1993-06-17,45.125,45.1875,45.03125,45.1875,25.34294319152832,37400
1993-06-18,44.84375,44.84375,44.5,44.5,25.134267807006836,58500
1993-06-21,44.625,44.625,44.53125,44.59375,25.187211990356445,29300
1993-06-22,44.65625,44.65625,44.5625,44.625,25.204862594604492,137500
1993-06-23,44.625,44.625,44.21875,44.21875,24.975404739379883,227600
1993-06-24,44.34375,44.8125,44.34375,44.8125,25.31076431274414,243700
1993-06-25,44.78125,44.90625,44.75,44.78125,25.293115615844727,44800
1993-06-28,45.0,45.28125,44.9375,45.28125,25.57553482055664,439900
1993-06-29,45.21875,45.21875,45.0,45.0625,25.45197296142578,207500
1993-06-30,45.125,45.21875,45.0,45.0625,25.45197296142578,437600
1993-07-01,45.125,45.125,44.875,44.9375,25.38137435913086,605700
1993-07-02,44.78125,44.8125,44.53125,44.6875,25.24017333984375,285400
1993-07-06,44.625,44.75,44.15625,44.21875,24.975404739379883,246400
1993-07-07,44.1875,44.40625,44.1875,44.34375,25.04600715637207,343700
1993-07-08,44.375,44.9375,44.3125,44.84375,25.328414916992188,248200
1993-07-09,44.84375,44.96875,44.75,44.96875,25.39900779724121,378200
1993-07-12,44.90625,44.96875,44.84375,44.9375,25.38137435913086,373700
1993-07-13,44.96875,45.09375,44.65625,44.90625,25.363718032836914,389600
1993-07-14,44.9375,45.1875,44.90625,45.0625,25.45197296142578,617300
1993-07-15,45.03125,45.03125,44.78125,44.875,25.34606170654297,443800
1993-07-16,44.90625,44.9375,44.6875,44.75,25.275455474853516,216400
1993-07-19,44.75,44.75,44.59375,44.71875,25.2578182220459,188200
1993-07-20,44.6875,44.84375,44.46875,44.84375,25.328414916992188,68500
1993-07-21,44.78125,44.8125,44.65625,44.8125,25.31076431274414,142700
1993-07-22,44.75,44.8125,44.5,44.5,25.134267807006836,632400
1993-07-23,44.59375,44.71875,44.5625,44.71875,25.2578182220459,286200
1993-07-26,44.84375,45.0625,44.84375,44.96875,25.39900779724121,121300
1993-07-27,45.0,45.03125,44.78125,44.9375,25.38137435913086,92800
1993-07-28,44.84375,44.9375,44.78125,44.84375,25.328414916992188,30800
1993-07-29,44.9375,45.21875,44.875,45.09375,25.469627380371094,331000
1993-07-30,45.09375,45.09375,44.78125,44.84375,25.328414916992188,75300
1993-08-02,44.90625,45.125,44.90625,44.96875,25.39900779724121,41300
1993-08-03,45.0625,45.1875,44.84375,45.0,25.41666030883789,81600
1993-08-04,45.0,45.09375,44.875,45.0,25.41666030883789,434000
1993-08-05,45.0,45.0,44.84375,44.90625,25.363718032836914,36800
1993-08-06,45.03125,45.0625,44.90625,44.96875,25.39900779724121,402300
1993-08-09,45.09375,45.34375,45.0,45.21875,25.54022216796875,828200
1993-08-10,45.1875,45.21875,45.125,45.1875,25.52255630493164,604900
1993-08-11,45.15625,45.3125,45.15625,45.1875,25.52255630493164,542200
1993-08-12,45.3125,45.3125,44.90625,45.0625,25.45197296142578,303700
1993-08-13,45.09375,45.15625,45.09375,45.125,25.48727798461914,103500
1993-08-16,45.15625,45.5,45.15625,45.375,25.62847900390625,241800
1993-08-17,45.34375,45.53125,45.34375,45.53125,25.71672821044922,369300
1993-08-18,45.6875,45.875,45.65625,45.78125,25.8579158782959,414300
1993-08-19,45.8125,45.8125,45.71875,45.78125,25.8579158782959,28500
1993-08-20,45.6875,45.8125,45.65625,45.8125,25.87558364868164,80700
1993-08-23,45.625,45.75,45.625,45.71875,25.8226318359375,15600
1993-08-24,45.71875,46.21875,45.71875,46.21875,26.105043411254883,273400
1993-08-25,46.21875,46.4375,46.15625,46.25,26.122682571411133,242300
1993-08-26,46.28125,46.53125,46.09375,46.28125,26.140329360961914,120000
1993-08-27,46.15625,46.25,46.15625,46.25,26.122682571411133,25700
1993-08-30,46.28125,46.5,46.28125,46.4375,26.22859001159668,183500
1993-08-31,46.40625,46.5625,46.34375,46.5625,26.299198150634766,66500
1993-09-01,46.40625,46.59375,46.40625,46.5,26.263893127441406,136500
1993-09-02,46.53125,46.59375,46.3125,46.34375,26.175636291503906,472400
1993-09-03,46.3125,46.4375,46.25,46.375,26.19328498840332,630500
1993-09-07,46.375,46.4375,46.0,46.0625,26.016780853271484,196400
1993-09-08,46.0625,46.0625,45.59375,45.90625,25.928531646728516,269900
1993-09-09,45.71875,46.03125,45.71875,46.0,25.981487274169922,239200
1993-09-10,46.125,46.4375,46.0625,46.40625,26.210922241210938,106500
1993-09-13,46.5625,46.5625,46.4375,46.4375,26.22859001159668,66900
1993-09-14,46.3125,46.3125,46.09375,46.25,26.122682571411133,184500
1993-09-15,46.0625,46.40625,45.90625,46.375,26.19328498840332,101000
1993-09-16,46.3125,46.34375,46.15625,46.1875,26.087390899658203,54300
1993-09-17,45.875,45.90625,45.75,45.8125,26.03680992126465,200900
1993-09-20,45.875,45.96875,45.4375,45.4375,25.823678970336914,57800
1993-09-21,45.5,45.5625,44.8125,45.28125,25.73488426208496,318200
1993-09-22,45.4375,45.71875,45.375,45.65625,25.948001861572266,439700
1993-09-23,45.78125,45.9375,45.71875,45.90625,26.090091705322266,88500
1993-09-24,45.84375,45.875,45.71875,45.78125,26.019023895263672,53500
1993-09-27,46.125,46.28125,46.125,46.28125,26.303207397460938,274600
1993-09-28,46.3125,46.3125,46.15625,46.1875,26.249923706054688,158300
1993-09-29,46.1875,46.3125,45.96875,46.03125,26.1611270904541,221000
1993-09-30,46.03125,46.125,45.84375,45.9375,26.107851028442383,99300
1993-10-01,45.875,46.21875,45.8125,46.15625,26.232177734375,22700
1993-10-04,46.21875,46.21875,46.09375,46.21875,26.267690658569336,1038500
1993-10-05,46.3125,46.3125,46.0,46.15625,26.232177734375,436500
1993-10-06,46.1875,46.375,46.125,46.125,26.214418411254883,209200
1993-10-07,46.1875,46.1875,45.96875,46.0,26.143369674682617,59400
1993-10-08,46.125,46.15625,45.71875,46.0625,26.17888641357422,54400
1993-10-11,46.15625,46.25,46.15625,46.15625,26.232177734375,467100
1993-10-12,46.21875,46.25,46.1875,46.21875,26.267690658569336,26200
1993-10-13,46.25,46.25,46.15625,46.21875,26.267690658569336,139100
1993-10-14,46.40625,46.8125,46.28125,46.8125,26.605140686035156,108100
1993-10-15,47.03125,47.15625,46.90625,47.0625,26.747228622436523,1502500
1993-10-18,47.03125,47.03125,46.875,46.9375,26.67618179321289,722400
1993-10-19,46.875,46.96875,46.59375,46.59375,26.480806350708008,880100
1993-10-20,46.75,46.75,46.5625,46.65625,26.51634407043457,230400
1993-10-21,46.6875,46.6875,46.53125,46.59375,26.480806350708008,56200
1993-10-22,46.65625,46.84375,46.375,46.375,26.35649299621582,390700
1993-10-25,46.40625,46.5625,46.28125,46.5,26.427536010742188,114500
1993-10-26,46.46875,46.5,46.3125,46.46875,26.409770965576172,186200
1993-10-27,46.40625,46.53125,46.40625,46.5,26.427536010742188,118400
1993-10-28,46.5625,46.96875,46.5625,46.84375,26.622888565063477,129600
1993-10-29,46.8125,46.875,46.78125,46.84375,26.622888565063477,80700
1993-11-01,46.78125,47.0,46.78125,46.96875,26.693933486938477,36400
1993-11-02,46.90625,47.0,46.65625,46.9375,26.67618179321289,262100
1993-11-03,46.90625,46.90625,46.125,46.34375,26.338735580444336,479100
1993-11-04,46.34375,46.34375,45.8125,45.84375,26.054548263549805,130400
1993-11-05,45.71875,46.0625,45.53125,46.0625,26.17888641357422,363200
1993-11-08,46.09375,46.25,45.96875,46.125,26.214418411254883,367600
1993-11-09,46.4375,46.46875,46.125,46.15625,26.232177734375,246900
1993-11-10,46.15625,46.5,46.03125,46.5,26.427536010742188,46500
1993-11-11,46.5,46.625,46.34375,46.375,26.35649299621582,88900
1993-11-12,46.46875,46.75,46.4375,46.59375,26.480806350708008,108200
1993-11-15,46.6875,46.6875,46.4375,46.5625,26.46305274963379,243300
1993-11-16,46.65625,46.8125,46.46875,46.78125,26.587390899658203,492600
1993-11-17,46.8125,46.8125,46.40625,46.53125,26.445287704467773,39600
1993-11-18,46.46875,46.5625,46.28125,46.40625,26.374235153198242,240800
1993-11-19,46.25,46.375,46.21875,46.3125,26.32097053527832,106000
1993-11-22,46.1875,46.21875,45.875,46.03125,26.1611270904541,165300
1993-11-23,46.28125,46.3125,46.03125,46.28125,26.303207397460938,89700
1993-11-24,46.40625,46.5,46.34375,46.46875,26.409770965576172,77200
1993-11-26,46.59375,46.59375,46.46875,46.5,26.427536010742188,1019800
1993-11-29,46.625,46.71875,46.3125,46.3125,26.32097053527832,517500
1993-11-30,46.28125,46.5625,46.25,46.34375,26.338735580444336,230000
1993-12-01,46.59375,46.625,46.40625,46.40625,26.374235153198242,379200
1993-12-02,46.5,46.5625,46.40625,46.53125,26.445287704467773,352000
1993-12-03,46.5,46.71875,46.5,46.71875,26.551856994628906,306000
1993-12-06,46.78125,46.9375,46.78125,46.875,26.64066505432129,99500
1993-12-07,46.875,46.90625,46.78125,46.84375,26.622888565063477,88800
1993-12-08,46.84375,46.84375,46.78125,46.84375,26.622888565063477,146700
1993-12-09,46.84375,46.90625,46.625,46.6875,26.53409767150879,416500
1993-12-10,46.71875,46.71875,46.5,46.59375,26.480806350708008,412900
1993-12-13,46.59375,46.875,46.53125,46.875,26.64066505432129,273200
1993-12-14,46.90625,46.90625,46.53125,46.53125,26.445287704467773,41900
1993-12-15,46.59375,46.625,46.46875,46.46875,26.409770965576172,82600
1993-12-16,46.65625,46.65625,46.5625,46.625,26.498567581176758,78200
1993-12-17,46.40625,46.59375,46.375,46.5625,26.64421272277832,104700
1993-12-20,46.53125,46.65625,46.5,46.625,26.67996597290039,68800
1993-12-21,46.5625,46.5625,46.40625,46.46875,26.590543746948242,205700
1993-12-22,46.59375,46.8125,46.5,46.78125,26.769380569458008,410300
1993-12-23,46.75,46.84375,46.6875,46.75,26.751493453979492,533800
1993-12-27,46.75,47.0,46.75,47.0,26.894563674926758,447100
1993-12-28,46.96875,47.125,46.9375,47.09375,26.948200225830078,880600
1993-12-29,47.125,47.15625,47.0,47.03125,26.912429809570312,266700
1993-12-30,47.0,47.0,46.75,46.84375,26.805130004882812,219900
1993-12-31,46.9375,47.0,46.5625,46.59375,26.662090301513672,312900
1994-01-03,46.59375,46.65625,46.40625,46.46875,26.590543746948242,960900
1994-01-04,46.53125,46.65625,46.46875,46.65625,26.69786262512207,164300
1994-01-05,46.71875,46.78125,46.53125,46.75,26.751493453979492,710900
1994-01-06,46.8125,46.84375,46.6875,46.75,26.751493453979492,201000
1994-01-07,46.84375,47.0625,46.71875,47.03125,26.912429809570312,775500
1994-01-10,47.09375,47.59375,46.96875,47.59375,27.23431968688965,593700
1994-01-11,47.5625,47.5625,47.34375,47.5,27.180679321289062,295200
1994-01-12,47.53125,47.53125,47.1875,47.34375,27.091259002685547,158400
1994-01-13,47.21875,47.3125,47.15625,47.21875,27.019729614257812,244300
1994-01-14,47.375,47.5,47.375,47.40625,27.127023696899414,137200
1994-01-17,47.40625,47.46875,47.3125,47.40625,27.127023696899414,17700
1994-01-18,47.46875,47.53125,47.375,47.46875,27.16278839111328,166400
1994-01-19,47.40625,47.46875,47.25,47.34375,27.091259002685547,200800
1994-01-20,47.40625,47.5,47.375,47.46875,27.16278839111328,281100
1994-01-21,47.53125,47.53125,47.34375,47.375,27.10915184020996,85600
1994-01-24,47.34375,47.5625,47.1875,47.1875,27.0018310546875,373800
1994-01-25,47.21875,47.25,47.09375,47.1875,27.0018310546875,310400
1994-01-26,47.1875,47.34375,47.125,47.3125,27.073375701904297,145100
1994-01-27,47.40625,47.8125,47.34375,47.75,27.323728561401367,344500
1994-01-28,47.9375,48.03125,47.875,47.875,27.39525604248047,356500
1994-01-31,48.0625,48.3125,48.0,48.21875,27.59195327758789,313800
1994-02-01,48.15625,48.15625,47.90625,47.96875,27.448902130126953,303600
1994-02-02,48.125,48.28125,48.09375,48.28125,27.62771987915039,307600
1994-02-03,48.1875,48.1875,47.90625,48.0625,27.502544403076172,466100
1994-02-04,48.0625,48.125,46.96875,46.96875,26.87666130065918,1403200
1994-02-07,46.84375,47.3125,46.84375,47.1875,27.0018310546875,516400
1994-02-08,47.28125,47.28125,47.03125,47.21875,27.019729614257812,188200
1994-02-09,47.25,47.4375,47.1875,47.40625,27.127023696899414,144600
1994-02-10,47.375,47.40625,47.0,47.0,26.894563674926758,883900
1994-02-11,47.03125,47.28125,46.8125,47.15625,26.98396873474121,519400
1994-02-14,47.0625,47.375,47.0,47.21875,27.019729614257812,2742100
1994-02-15,47.3125,47.5,47.25,47.46875,27.16278839111328,374700
1994-02-16,47.53125,47.53125,47.34375,47.4375,27.14490509033203,287600
1994-02-17,47.65625,47.6875,47.03125,47.15625,26.98396873474121,342400
1994-02-18,47.1875,47.21875,46.75,46.875,26.82302474975586,313300
1994-02-22,47.0,47.34375,47.0,47.34375,27.091259002685547,154500
1994-02-23,47.40625,47.4375,47.0625,47.21875,27.019729614257812,391700
1994-02-24,47.0625,47.0625,46.5625,46.59375,26.662090301513672,770800
1994-02-25,46.65625,46.8125,46.5625,46.8125,26.787261962890625,531300
1994-02-28,46.9375,47.0625,46.8125,46.8125,26.787261962890625,333000
1994-03-01,46.8125,46.90625,46.375,46.625,26.67996597290039,423600
1994-03-02,46.03125,46.6875,45.90625,46.6875,26.715730667114258,581500
1994-03-03,46.625,46.625,46.4375,46.5625,26.64421272277832,223200
1994-03-04,46.5625,46.8125,46.40625,46.6875,26.715730667114258,595800
1994-03-07,46.84375,47.0,46.84375,46.9375,26.858795166015625,539800
1994-03-08,46.96875,46.96875,46.6875,46.75,26.751493453979492,880300
1994-03-09,46.8125,47.0,46.59375,46.96875,26.87666130065918,2500100
1994-03-10,46.9375,46.9375,46.4375,46.59375,26.662090301513672,207400
1994-03-11,46.65625,46.90625,46.40625,46.84375,26.805130004882812,576600
1994-03-14,47.03125,47.03125,46.84375,46.90625,26.840904235839844,345900
1994-03-15,47.0,47.09375,46.84375,46.875,26.82302474975586,748600
1994-03-16,46.9375,47.25,46.78125,47.25,27.037599563598633,455500
1994-03-17,47.09375,47.3125,47.09375,47.25,27.037599563598633,133000
1994-03-18,46.75,47.03125,46.71875,46.96875,27.03171730041504,365500
1994-03-21,46.8125,46.9375,46.71875,46.84375,26.959762573242188,324800
1994-03-22,46.84375,47.0625,46.75,46.96875,27.03171730041504,435700
1994-03-23,46.9375,47.0625,46.90625,46.9375,27.013734817504883,698500
1994-03-24,46.75,46.84375,46.15625,46.375,26.689992904663086,1200500
1994-03-25,46.40625,46.53125,45.9375,45.9375,26.438190460205078,100900
1994-03-28,46.0,46.0625,45.59375,46.0,26.474166870117188,1117200
1994-03-29,46.0,46.03125,45.09375,45.09375,25.95260238647461,338400
1994-03-30,45.125,45.25,44.46875,44.46875,25.592905044555664,1123900
1994-03-31,44.46875,44.6875,43.53125,44.59375,25.66484260559082,788800
1994-04-04,43.34375,44.03125,43.34375,43.90625,25.269163131713867,2627300
1994-04-05,44.34375,44.8125,44.34375,44.8125,25.790719985961914,1179000
1994-04-06,44.875,44.90625,44.5,44.8125,25.790719985961914,516500
1994-04-07,44.78125,45.125,44.53125,45.03125,25.916627883911133,666100
1994-04-08,44.9375,44.9375,44.46875,44.6875,25.71881103515625,242400
1994-04-11,44.8125,45.0625,44.703125,44.875,25.82671546936035,203300
1994-04-12,44.921875,45.0,44.71875,44.8125,25.790719985961914,1409200
1994-04-13,44.796875,44.90625,44.25,44.578125,25.655845642089844,364100
1994-04-14,44.5,44.828125,44.40625,44.59375,25.66484260559082,419900
1994-04-15,44.578125,44.78125,44.515625,44.59375,25.66484260559082,387300
1994-04-18,44.640625,44.765625,44.15625,44.296875,25.49397087097168,369100
1994-04-19,44.25,44.53125,43.984375,44.359375,25.529953002929688,472200
1994-04-20,44.40625,44.515625,44.078125,44.3125,25.50297737121582,508000
1994-04-21,44.5,44.96875,44.34375,44.90625,25.844697952270508,200300
1994-04-22,45.015625,45.046875,44.734375,44.859375,25.817691802978516,301800
1994-04-25,44.84375,45.359375,44.84375,45.328125,26.087488174438477,394600
1994-04-26,45.265625,45.34375,45.1875,45.28125,26.060529708862305,399000
1994-04-28,45.1875,45.25,44.8125,44.953125,25.871673583984375,287000
1994-04-29,44.875,45.15625,44.8125,45.09375,25.95260238647461,481900
1994-05-02,45.09375,45.71875,44.9375,45.375,26.114473342895508,275000
1994-05-03,45.390625,45.40625,45.0625,45.328125,26.087488174438477,183400
1994-05-04,45.421875,45.421875,45.078125,45.25,26.042518615722656,401900
1994-05-05,45.296875,45.375,45.1875,45.1875,26.006561279296875,659800
1994-05-06,44.96875,44.96875,44.59375,44.75,25.7547664642334,216300
1994-05-09,44.625,44.75,44.28125,44.359375,25.529953002929688,499300
1994-05-10,44.578125,44.84375,44.546875,44.703125,25.727792739868164,583400
1994-05-11,44.65625,44.71875,44.171875,44.296875,25.49397087097168,210600
1994-05-12,44.578125,44.625,44.40625,44.515625,25.619874954223633,305200
1994-05-13,44.640625,44.640625,44.296875,44.515625,25.619874954223633,321300
1994-05-16,44.609375,44.75,44.515625,44.53125,25.62885856628418,450400
1994-05-17,44.5625,45.1875,44.5,45.1875,26.006561279296875,470200
1994-05-18,45.21875,45.6875,45.015625,45.515625,26.195390701293945,824800
1994-05-19,45.421875,45.859375,45.421875,45.734375,26.321300506591797,531000
1994-05-20,45.65625,45.6875,45.5,45.5625,26.222373962402344,370400
1994-05-23,45.515625,45.53125,45.34375,45.484375,26.177417755126953,262700
1994-05-24,45.609375,45.84375,45.609375,45.671875,26.285314559936523,549600
1994-05-25,45.5,45.828125,45.34375,45.796875,26.357280731201172,738200
1994-05-26,45.78125,45.9375,45.734375,45.828125,26.3752498626709,369600
1994-05-27,45.75,45.875,45.671875,45.875,26.402223587036133,162000
1994-05-31,45.734375,45.90625,45.65625,45.8125,26.36625099182129,160000
1994-06-01,45.703125,46.015625,45.5625,46.015625,26.483152389526367,200500
1994-06-02,46.046875,46.046875,45.890625,45.96875,26.4561767578125,55100
1994-06-03,46.0,46.390625,45.859375,46.234375,26.609071731567383,550400
1994-06-06,46.328125,46.46875,46.1875,46.21875,26.600051879882812,99300
1994-06-07,46.140625,46.21875,46.03125,46.15625,26.564090728759766,120600
1994-06-08,46.265625,46.265625,45.78125,45.78125,26.3482723236084,131900
1994-06-09,45.984375,46.03125,45.890625,46.03125,26.492149353027344,80500
1994-06-10,46.078125,46.203125,46.078125,46.109375,26.537111282348633,83100
1994-06-13,46.046875,46.1875,46.03125,46.171875,26.573097229003906,109700
1994-06-14,46.3125,46.546875,46.3125,46.53125,26.779903411865234,161000
1994-06-15,46.546875,46.5625,46.3125,46.34375,26.672021865844727,142800
1994-06-16,46.34375,46.46875,46.296875,46.4375,26.72596549987793,44000
1994-06-17,46.15625,46.203125,45.8125,45.875,26.5767765045166,403800
1994-06-20,45.546875,45.625,45.4375,45.484375,26.350488662719727,137400
1994-06-21,45.453125,45.453125,44.90625,45.09375,26.124183654785156,139200
1994-06-22,45.21875,45.421875,45.171875,45.265625,26.223752975463867,279900
1994-06-23,45.34375,45.40625,44.9375,45.0,26.069873809814453,922500
1994-06-24,44.78125,44.78125,44.0,44.0625,25.526756286621094,353800
1994-06-27,44.234375,44.828125,44.015625,44.828125,25.97030258178711,371200
1994-06-28,44.84375,44.84375,44.25,44.609375,25.84356689453125,5382300
1994-06-29,44.671875,45.015625,44.625,44.75,25.9250431060791,311800
1994-06-30,44.828125,44.84375,44.3125,44.46875,25.762109756469727,271900
1994-07-01,44.6875,44.6875,44.375,44.5625,25.816417694091797,406900
1994-07-05,44.65625,44.859375,44.515625,44.796875,25.95218276977539,112000
1994-07-06,44.625,44.8125,44.46875,44.734375,25.91597557067871,174800
1994-07-07,44.734375,44.921875,44.6875,44.921875,26.02462387084961,66700
1994-07-08,44.640625,44.984375,44.625,44.90625,26.01556396484375,148400
1994-07-11,44.9375,45.015625,44.53125,44.75,25.9250431060791,124000
1994-07-12,44.765625,44.828125,44.515625,44.8125,25.96123504638672,257300
1994-07-13,44.828125,45.03125,44.828125,44.890625,26.006513595581055,532700
1994-07-14,45.109375,45.46875,45.078125,45.375,26.287118911743164,494200
1994-07-15,45.34375,45.484375,45.328125,45.390625,26.29616928100586,49100
1994-07-18,45.390625,45.578125,45.390625,45.46875,26.341434478759766,72300
1994-07-19,45.546875,45.5625,45.375,45.375,26.287118911743164,609500
1994-07-20,45.40625,45.40625,45.0625,45.171875,26.169445037841797,185300
1994-07-21,45.171875,45.296875,45.078125,45.265625,26.223752975463867,86300
1994-07-22,45.375,45.40625,45.25,45.34375,26.269014358520508,151600
1994-07-25,45.359375,45.453125,45.3125,45.40625,26.305225372314453,120900
