,date,open,high,low,close,adjclose,volume,ticker,returns1,volatility1,returns5,volatility5,returns15,volatility15,returns30,volatility30,ma2,ma3,ma4,ma5,ma6,ma7,ma8,ma9,ma10,ma11,ma12,ma13,ma14,ma15,ma16,ma17,ma18,ma19,ma20,ma21,ma22,ma23,ma24,ma25,ma26,ma27,ma28,ma29,rsi14,labels,labels_shifted,score,sentiment_score,capital_letter_ratio,profanity_count,emoji_count,capital_letter_count,post_length
0,2021-01-29,375.6300048828125,376.6700134277344,368.2699890136719,370.0700073242188,358.0054016113281,126765100,SPY,-0.0200195891768182,0.0143098949986655,-0.0200195891768182,0.0120708502383641,-0.0200195891768182,0.0103787081642044,-0.0200195891768182,0.0088157706924689,373.8500061035156,374.0366719563802,376.4750061035156,378.0580078125,378.86167399088544,379.6300048828125,380.1625061035156,379.9944491916233,379.5650054931641,379.4645496715199,379.4916712443034,379.4361572265625,379.3828604561942,379.5080037434896,379.4825038909912,379.13353235581343,378.7000020345052,378.1784234297903,377.96350250244143,377.6790495372954,377.3963650790128,377.1691323985224,376.8287518819173,376.4584020996094,376.10384779710034,375.7985195583767,375.562143598284,375.44758658573545,35.98797333590132,0.0,1.0,1050.75,-0.86705,0.042270708566775124,48.0,33.0,737.0,14861.0
1,2021-02-01,373.7200012207031,377.3399963378906,370.3800048828125,376.2300109863281,363.964599609375,75817600,SPY,0.0166455090663766,0.0183325491215974,0.0166455090663766,0.0148320062501862,0.0166455090663766,0.0105519749005226,0.0166455090663766,0.008980301326272,373.15000915527344,374.6433410644531,374.5850067138672,376.4260070800781,377.7533416748047,378.48572213309154,379.205005645752,379.7255622016059,379.6180053710938,379.2618241743608,379.1950047810872,379.2407743013822,379.20714678083147,379.1726704915365,379.303129196167,379.2911807789522,378.9722256130642,378.5700025056538,378.0810028076172,377.8809552873884,377.6131841486151,377.3456540315048,377.13000233968097,376.80480224609374,376.4496178260216,376.1085205078125,375.8139299665178,375.5851735082166,47.173722339055146,1.0,1.0,346.5625,0.20443125,0.04731279036374444,76.0,147.0,2311.0,58600.0
2,2021-02-02,379.6499938964844,383.2200012207031,376.3200073242188,381.5499877929688,369.1111450195313,64450700,SPY,0.0141402244671915,0.0012526422995925,0.0141402244671915,0.0160426601814572,0.0141402244671915,0.0110442486881736,0.0141402244671915,0.0092926296693262,378.8899993896485,375.9500020345052,376.370002746582,375.9780029296875,377.2800038655599,378.2957196916853,378.8687553405762,379.4655592176649,379.9080047607422,379.7936401367188,379.4525044759114,379.3761573204628,379.4057181222098,379.3633361816407,379.321252822876,379.43529734892,379.4166700575087,379.1078973067434,378.71900177001953,378.2461925688244,378.0477294921875,377.7843495244565,377.5208346048991,377.3068017578125,376.987309382512,376.63852041739005,376.3028586251395,376.01172506398166,52.850697254355616,1.0,1.0,1164.4166666666667,0.10840000000000001,0.04239972608618605,30.0,63.0,1298.0,32309.0
3,2021-02-03,382.4400024414063,383.7000122070313,380.4800109863281,381.8500061035156,369.4013366699219,52427100,SPY,0.0007863145594166,0.0066769549538874,0.0007863145594166,0.0160554069866281,0.0007863145594166,0.0109018570065677,0.0007863145594166,0.0092550844491966,381.6999969482422,379.8766682942708,377.4250030517578,377.4660034179688,376.9566701253255,377.932861328125,378.74000549316406,379.2000054253472,379.70400390625,380.08455033735794,379.9650039672852,379.6369276780349,379.55286080496654,379.56867065429685,379.5187530517578,379.4700030158548,379.5694478352864,379.5447403757196,379.245002746582,378.8680972144717,378.4100022749468,378.21304586659306,377.9537518819173,377.6940014648437,377.4815403864934,377.1674092610677,376.82464490618025,376.4941395726697,52.14404506744489,1.0,1.0,287.25,0.3988625,0.04612276460800351,20.0,24.0,732.0,17496.0
4,2021-02-04,382.9599914550781,386.239990234375,381.9700012207031,386.1900024414063,373.599853515625,47142600,SPY,0.0113657097512631,0.0052896975959232,0.0113657097512631,0.0123558086063218,0.0113657097512631,0.0112083793200878,0.0113657097512631,0.0092817485067778,384.02000427246094,383.1966654459636,381.4550018310547,379.1780029296875,378.9200032552083,378.27571759905135,378.9650039672852,379.56778293185766,379.8990051269531,380.2936401367188,380.5933380126953,380.443850003756,380.1050044468471,379.9953369140625,379.9825038909912,379.911179486443,379.8433363172743,379.9178980777138,379.8770034790039,379.5757170177641,379.2009110884233,378.7482631517493,378.5454190572103,378.2832019042969,378.0207707331731,377.8040760181568,377.4896447317941,377.1475882694639,57.571025911567695,1.0,1.0,231.2,-0.16026,0.0470779384279641,25.0,15.0,423.0,8851.0
5,2021-02-05,388.2000122070313,388.4700012207031,386.1400146484375,387.7099914550781,375.0703125,48669800,SPY,0.0039358580078792,0.0037149258716919,0.0039358580078792,0.0122671764369943,0.0039358580078792,0.0112222262828415,0.0039358580078792,0.0092441240115568,386.9499969482422,385.25,384.3249969482422,382.70599975585935,380.6000010172526,380.1757158551897,379.4550018310547,379.9366692437066,380.3820037841797,380.6090947931463,380.9116694132487,381.1407728928786,380.9628601074219,380.6120035807292,380.477502822876,380.43706198299634,380.3444468180339,380.25737079821135,380.307502746582,380.250002906436,379.9454567649148,379.5708711043648,379.1216684977214,378.912001953125,378.6457707331731,378.3796307599103,378.1578587123326,377.8420704808729,62.0557992320667,1.0,1.0,62.0,-0.310025,0.0409668533895761,29.0,85.0,588.0,12997.0
6,2021-02-08,389.2699890136719,390.55999755859375,388.3500061035156,390.510009765625,377.779052734375,38365200,SPY,0.0072219400383219,0.0016430410152213,0.0072219400383219,0.0055788654330958,0.0072219400383219,0.011232422676844,0.0072219400383219,0.0092715894416528,389.1100006103516,388.1366678873698,386.5650024414063,385.56199951171874,384.0066680908203,382.0157165527344,381.4675025939941,380.68333604600696,380.9940032958984,381.3027316006747,381.4341710408529,381.6500032865084,381.8100040980748,381.5993367513021,381.2306289672852,381.0676502900965,380.9966701931424,380.8794764468544,380.770002746582,380.79333641415553,380.71636685458094,380.40478515625,380.026668548584,379.5772021484375,379.3580791766827,379.08518699363424,378.81285858154297,378.5837949555496,61.94121525829631,1.0,0.0,1927.25,0.675075,0.039045468992414074,22.0,19.0,696.0,20573.0
7,2021-02-09,389.6099853515625,390.8900146484375,389.1700134277344,390.25,377.5274963378906,35551100,SPY,-0.0006658210010571,0.0039438805196895,-0.0006658210010571,0.0053591214910218,-0.0006658210010571,0.0110010324608519,-0.0006658210010571,0.0092818460193011,390.3800048828125,389.49000040690106,388.66500091552734,387.302001953125,386.3433329264323,384.89857264927457,383.0450019836426,382.4433356391059,381.64000244140624,381.8354575417259,382.04833730061847,382.112311730018,382.26428876604353,382.3726704915365,382.1400032043457,381.76118020450366,381.5777808295356,381.483687551398,381.3480026245117,381.22143118722096,381.2231847589666,381.13087264351225,380.8150024414063,380.4356018066407,379.9876943734976,379.7614836516204,379.4839303152902,379.2072427683863,57.11726319844489,0.0,0.0,417.3333333333333,-0.6849,0.032037914534990865,6.0,0.0,167.0,5391.0
8,2021-02-10,392.1199951171875,392.2799987792969,387.5,390.0799865722656,377.3630676269531,59154400,SPY,-0.0004356526014974,0.0001150841997798,-0.0004356526014974,0.004394624809683,-0.0004356526014974,0.010928819447936,-0.0004356526014974,0.0092845426535945,390.1649932861328,390.2799987792969,389.6374969482422,388.947998046875,387.7649993896485,386.8771405901228,385.5462493896485,383.826666937934,383.2070007324219,382.4072737260298,382.5225016276042,382.6661564753606,382.6814313616072,382.7853352864584,382.854377746582,382.6070610495175,382.2233361138238,382.0252653423108,381.9135025024414,381.76381138392856,381.6240927956321,381.60826309867525,381.5037523905437,381.1856018066407,380.8065396822416,380.361482973452,380.130001613072,379.8493115655307,56.56178913808132,0.0,1.0,2351.0,-0.7783,0.1709633649932157,2.0,0.0,126.0,737.0
9,2021-02-11,391.239990234375,391.6900024414063,388.1000061035156,390.7099914550781,377.9724731445313,42913300,SPY,0.0016150658954552,0.0010253592484763,0.0016150658954552,0.0043130996756196,0.0016150658954552,0.0104873048599636,0.0016150658954552,0.0092022961496621,390.3949890136719,390.346659342448,390.3874969482422,389.85199584960935,389.2416636149089,388.1857125418527,387.3562469482422,386.1199985080296,384.5149993896485,383.8890907981179,383.0991668701172,383.15230853740985,383.24071611676897,383.2166687011719,383.280626296997,383.3164726706112,383.0572238498264,382.6700021844161,382.4595016479492,382.3323829287575,382.1704559326172,382.01913186778194,381.9875017801921,381.872001953125,381.5519244854267,381.17333419234666,380.7310725620815,380.4948288490032,58.94445695576176,1.0,1.0,135.75,-0.0021750000000000103,0.03781669425257282,27.0,99.0,695.0,15847.0
